"";"site_no";"flow";"flow_v";"water_temp";"ph"
"1";2336360;6,6;"Точное";27,4;7,1
"2";2336410;11;"Точное";27,2;7,2
"3";2336526;4,8;"Точное";27;7,7
"4";2336313;0,69;"Точное";26,9;7,2
"5";2336410;11;"Точное";26,9;7,2
"6";2336120;12;"Точное";26,8;7
"7";2203700;4,4;"Точное";26,7;7,3
"8";2336300;21;"Точное";26,6;7,5
"9";2336410;12;"Точное";26,6;7,2
"10";2336360;6,6;"Точное";26,6;7
"11";2336360;6,6;"Точное";26,5;7
"12";2336313;0,73;"Точное";26,5;7,3
"13";2336360;6,6;"Точное";26,5;7,1
"14";2336120;12;"Точное";26,4;7
"15";2336300;27;"Точное";26,4;7,5
"16";2203700;4,9;"Точное";26,4;7,3
"17";2336300;21;"Точное";26,4;7,5
"18";2336313;0,77;"Точное";26,4;7,2
"19";2336313;0,69;"Точное";26,3;7,3
"20";2336360;7,2;"Точное";26,3;7,1
"21";2337170;NA;"Точное";26,2;6,9
"22";2203700;3,9;"Точное";26,2;7
"23";2336240;11;"Точное";26,1;7,1
"24";2203700;4,9;"Точное";26,1;7,3
"25";2336300;27;"Точное";26;7,5
"26";2336526;3,8;"Точное";26;8,2
"27";2336300;NA;"Точное";26;7,6
"28";2336526;5,7;"Точное";26;8,3
"29";2336526;3,6;"Точное";26;8,4
"30";2336313;0,77;"Точное";26;7,3
"31";2336120;12;"Точное";26;7
"32";2336526;5,9;"Точное";26;8,3
"33";2337170;1260;"Точное";26;7
"34";2336120;13;"Точное";26;7
"35";2336526;5,9;"Точное";26;8,4
"36";2203700;3,9;"Точное";26;7
"37";2336300;31;"Точное";25,9;7,5
"38";2336360;6,3;"Точное";25,9;7
"39";2336360;6,6;"Точное";25,9;7
"40";2203700;3,7;"Точное";25,9;7
"41";2336300;27;"Точное";25,8;7,5
"42";2336360;9,1;"Точное";25,8;7,5
"43";2336300;21;"Точное";25,8;7,5
"44";2336410;11;"Точное";25,8;7,4
"45";2336410;11;"Точное";25,8;7,5
"46";2336300;20;"Точное";25,8;7,6
"47";2336240;12;"Точное";25,8;7,1
"48";2336313;0,69;"Точное";25,7;7,3
"49";2203700;3,9;"Точное";25,7;6,9
"50";2203700;3,9;"Точное";25,7;7,1
"51";2336240;10;"Точное";25,7;7,1
"52";2336360;9,1;"Точное";25,7;7,5
"53";2336313;0,69;"Точное";25,7;7,3
"54";2336300;21;"Точное";25,6;7,5
"55";2203700;4,6;"Точное";25,6;7,4
"56";2337170;1270;"Точное";25,6;6,8
"57";2336360;7,8;"Точное";25,6;7
"58";2336120;13;"Точное";25,6;7
"59";2203700;3,9;"Точное";25,6;6,9
"60";2336728;9,3;"Точное";25,6;7,3
"61";2336313;1;"Точное";25,6;7,3
"62";2336526;3;"Точное";25,5;9
"63";2336313;0,73;"Точное";25,5;7,3
"64";2336240;10;"Точное";25,5;7
"65";2336313;1;"Точное";25,5;7,3
"66";2336300;22;"Точное";25,5;7,5
"67";2336360;9,1;"Точное";25,5;7,4
"68";2336313;1;"Точное";25,4;7,2
"69";2336300;30;"Точное";25,4;7,3
"70";2336728;9,7;"Точное";25,4;7,2
"71";2336240;8,9;"Точное";25,4;7,4
"72";2336360;9,8;"Точное";25,4;NA
"73";2336120;11;"Точное";25,4;7,2
"74";2336240;13;"Точное";25,4;7
"75";2203700;3,9;"Точное";25,4;6,9
"76";2336526;2,8;"Точное";25,4;8,7
"77";2336240;11;"Точное";25,4;7
"78";2336728;14;"Точное";25,3;7
"79";2336313;0,65;"Точное";25,3;7,2
"80";2336360;9,8;"Точное";25,3;7,5
"81";2336360;10;"Точное";25,3;7
"82";2336120;9,9;"Точное";25,3;7,2
"83";2336360;6,3;"Точное";25,3;7
"84";2336526;4,6;"Точное";25,3;8
"85";2336300;21;"Точное";25,3;7,4
"86";2336240;11;"Точное";25,3;7,3
"87";2336120;16;"Точное";25,3;6,9
"88";2336313;0,98;"Точное";25,3;7,3
"89";2336728;8,9;"Точное";25,2;7,3
"90";2336240;8,9;"Точное";25,2;7,4
"91";2336728;9,3;"Точное";25,2;7,3
"92";2336120;10;"Точное";25,2;7,3
"93";2203700;4,6;"Точное";25,1;7,3
"94";2336120;9,9;"Точное";25,1;7,2
"95";2336360;7,2;"Точное";25,1;7
"96";2336526;5,9;"Точное";25,1;7,2
"97";2337170;1270;"Точное";25,1;6,8
"98";2336120;15;"Точное";25,1;7,4
"99";2336313;0,98;"Точное";25,1;7,2
"100";2336240;11;"Точное";25,1;7
"101";2336526;2,8;"Точное";25;8,6
"102";2336313;0,98;"Точное";25;7,2
"103";2336300;27;"Точное";25;7,6
"104";2203655;8,8;"Точное";25;7
"105";2336313;1;"Точное";25;7,3
"106";2203700;NA;"Точное";25;7
"107";2336526;2,7;"Точное";25;8,5
"108";2203700;3,7;"Точное";25;6,9
"109";2336120;11;"Точное";25;7,1
"110";2336313;0,98;"Точное";24,9;7,2
"111";2203655;9,2;"Точное";24,9;7
"112";2336526;3,6;"Точное";24,9;7,9
"113";2336300;21;"Точное";24,9;7,4
"114";2336120;15;"Точное";24,9;7,3
"115";2336313;0,98;"Точное";24,9;7,2
"116";2336728;9,3;"Точное";24,9;7,3
"117";2203700;3,7;"Точное";24,9;6,8
"118";2336410;13;"Точное";24,9;7
"119";2336313;0,82;"Точное";24,9;7,3
"120";2336313;0,93;"Точное";24,9;7,2
"121";2336313;0,69;"Точное";24,8;7,4
"122";2336410;10;"Точное";24,8;7,5
"123";2336240;8,5;"Точное";24,8;7,3
"124";2336526;5;"Точное";24,8;8,9
"125";2336240;8,5;"Точное";24,8;7,4
"126";2336360;9,1;"Точное";24,8;7,4
"127";2336360;9,8;"Точное";24,8;7,4
"128";2336526;3,5;"Точное";24,8;9,1
"129";2336526;5,7;"Точное";24,8;7,3
"130";2337170;1270;"Точное";24,8;6,8
"131";2336410;16;"Точное";24,8;7
"132";2336120;13;"Точное";24,8;7
"133";2336526;6,4;"Точное";24,8;8
"134";2336313;0,93;"Точное";24,8;7,2
"135";2336360;8,4;"Точное";24,7;NA
"136";2336728;14;"Точное";24,7;7
"137";2336300;27;"Точное";24,7;7,6
"138";2336526;4;"Точное";24,7;7,8
"139";2336526;3;"Точное";24,7;8,5
"140";2336313;0,69;"Точное";24,7;7,4
"141";2337170;1260;"Точное";24,7;6,9
"142";2336410;13;"Точное";24,7;7,4
"143";2336120;11;"Точное";24,6;7,1
"144";2336300;21;"Точное";24,6;7,5
"145";2336240;13;"Точное";24,6;7
"146";2336728;9,3;"Точное";24,6;7,3
"147";2336313;0,87;"Точное";24,6;7,2
"148";2336300;24;"Точное";24,6;7,5
"149";2336120;15;"Точное";24,6;6,9
"150";2203700;3,7;"Точное";24,6;7,1
"151";2336300;19;"Точное";24,6;7,4
"152";2203700;3,5;"Точное";24,6;6,9
"153";2337170;1260;"Точное";24,6;6,9
"154";2336410;11;"Точное";24,6;7,4
"155";2336300;18;"Точное";24,6;7,3
"156";2337170;1270;"Точное";24,5;6,8
"157";2203700;5,1;"Точное";24,5;7,2
"158";2336526;5,2;"Точное";24,4;8,6
"159";2336728;12;"Точное";24,4;7,3
"160";2203700;4,4;"Точное";24,4;6,9
"161";2336360;6,3;"Точное";24,4;6,9
"162";2336313;1;"Точное";24,4;7,3
"163";2203700;3,9;"Точное";24,4;7
"164";2337170;1270;"Точное";24,4;6,9
"165";2336360;7,8;"Точное";24,4;7
"166";2203655;8,8;"Точное";24,4;7,2
"167";2336300;27;"Точное";24,4;7,6
"168";2203655;9,2;"Точное";24,4;7,1
"169";2336526;NA;"Точное";24,4;NA
"170";2336313;0,98;"Точное";24,4;7,2
"171";2336410;11;"Точное";24,3;7,4
"172";2336360;6,3;"Точное";24,3;NA
"173";2336526;3,5;"Точное";24,3;8,7
"174";2336313;0,82;"Точное";24,3;7,4
"175";2336526;3,6;"Точное";24,3;7,6
"176";2336313;1;"Точное";24,3;7,3
"177";2336360;8,4;"Точное";24,3;7,3
"178";2336240;9,2;"Точное";24,3;7,4
"179";2336120;25;"Точное";24,3;6,8
"180";2336360;7,2;"Точное";24,3;6,9
"181";2336410;14;"Точное";24,3;7,3
"182";2336240;12;"Точное";24,2;7,3
"183";2203700;4,4;"Точное";24,2;7,2
"184";2336360;9,4;"Точное";24,2;6,9
"185";2337170;1270;"Точное";24,2;6,9
"186";2336120;15;"Точное";24,2;7,2
"187";2336526;3,6;"Точное";24,2;8,2
"188";2336120;16;"Точное";24,2;7,3
"189";2336120;15;"Точное";24,2;7,2
"190";2336526;3,6;"Точное";24,2;8,3
"191";2336728;12;"Точное";24,2;7,3
"192";2336360;11;"Точное";24,2;7,4
"193";2336410;13;"Точное";24,2;NA
"194";2203655;11;"Точное";24,1;6,6
"195";2336410;17;"Точное";24,1;7,2
"196";2336360;11;"Точное";24,1;7,1
"197";2336313;0,73;"Точное";24,1;7,5
"198";2336240;8,2;"Точное";24,1;7,3
"199";2336120;11;"Точное";24,1;7,1
"200";2203700;3,9;"Точное";24,1;6,9
"201";2336410;25;"Точное";24,1;7,1
"202";2336240;7,9;"Точное";24,1;7,2
"203";2336410;12;"Точное";24,1;7,4
"204";2336526;4,4;"Точное";24;8
"205";2203655;9,6;"Точное";24;7,2
"206";2336300;27;"Точное";24;7,6
"207";2336240;19;"Точное";24;7
"208";2336526;5,7;"Точное";24;7,2
"209";2336526;3,6;"Точное";24;7,7
"210";2336120;11;"Точное";24;7,2
"211";2336410;19;"Точное";24;7,3
"212";2336728;10;"Точное";24;7,3
"213";2203655;9,2;"Точное";24;7,2
"214";2336360;11;"Точное";23,9;7
"215";2336120;11;"Точное";23,9;7,2
"216";2336300;31;"Точное";23,9;7,3
"217";2336360;6;"Точное";23,9;6,9
"218";2336526;NA;"Точное";23,9;7,3
"219";2203700;3,5;"Точное";23,9;6,8
"220";2203655;9,6;"Точное";23,9;7,2
"221";2336526;3,5;"Точное";23,9;9
"222";2337170;1280;"Точное";23,9;6,9
"223";2336120;11;"Точное";23,9;7,1
"224";2336728;9,3;"Точное";23,9;7,2
"225";2336410;16;"Точное";23,9;7,4
"226";2336120;11;"Точное";23,9;7,2
"227";2336240;19;"Точное";23,8;7
"228";2336728;14;"Точное";23,8;7
"229";2203655;10;"Точное";23,8;6,7
"230";2336728;7,8;"Точное";23,8;7,2
"231";2336313;0,93;"Точное";23,8;7,2
"232";2336526;5,7;"Точное";23,8;8,3
"233";2336526;2,8;"Точное";23,8;8
"234";2336360;11;"Точное";23,8;7,4
"235";2336300;21;"Точное";23,8;NA
"236";2336313;0,73;"Точное";23,8;7,4
"237";2336240;19;"Точное";23,8;7
"238";2336313;1;"Точное";23,8;7,2
"239";2203655;9,2;"Точное";23,7;7,3
"240";2336313;0,98;"Точное";23,7;7,2
"241";2336313;1;"Точное";23,7;7,3
"242";2336410;14;"Точное";23,7;7
"243";2336240;11;"Точное";23,7;7
"244";2336120;17;"Точное";23,7;6,8
"245";2336240;12;"Точное";23,7;7
"246";2203700;3,7;"Точное";23,7;6,8
"247";2336526;2,8;"Точное";23,7;7,9
"248";2336240;20;"Точное";23,7;7
"249";2336410;15;"Точное";23,7;7,2
"250";2336240;8,5;"Точное";23,7;7,2
"251";2336313;1;"Точное";23,7;7,3
"252";2336120;21;"Точное";23,7;6,8
"253";2336526;3,8;"Точное";23,6;8,1
"254";2203655;10;"Точное";23,6;7,3
"255";2203700;3,9;"Точное";23,6;7
"256";2336240;12;"Точное";23,6;7
"257";2336313;0,82;"Точное";23,6;7,4
"258";2336526;4,6;"Точное";23,6;7,3
"259";2336410;13;"Точное";23,6;7
"260";2336313;0,87;"Точное";23,6;7,1
"261";2336120;15;"Точное";23,6;6,9
"262";2336313;1;"Точное";23,6;7,2
"263";2336300;31;"Точное";23,6;7,3
"264";2203700;3,7;"Точное";23,5;6,8
"265";2336360;11;"Точное";23,5;7
"266";2336240;8,5;"Точное";23,5;7,3
"267";2203700;6,1;"Точное";23,5;7,2
"268";2336526;4,6;"Точное";23,5;7,6
"269";2336526;3,5;"Точное";23,5;7,6
"270";2336410;15;"Точное";23,5;7
"271";2336313;1;"Точное";23,5;NA
"272";2336300;23;"Точное";23,5;7,3
"273";2336728;29;"Точное";23,5;7
"274";2336410;34;"Точное";23,5;NA
"275";2336300;20;"Точное";23,5;7,4
"276";2336313;0,98;"Точное";23,5;7,2
"277";2203700;4,4;"Точное";23,5;7,2
"278";2336526;3,5;"Точное";23,5;7,6
"279";2336240;11;"Точное";23,5;7,2
"280";2336410;17;"Точное";23,4;7,1
"281";2336240;11;"Точное";23,4;7
"282";2336313;0,98;"Точное";23,4;7,2
"283";2336360;11;"Точное";23,4;7,3
"284";2336240;10;"Точное";23,4;7,1
"285";2203655;7,5;"Точное";23,4;7
"286";2203655;7,5;"Точное";23,4;7
"287";2336526;5;"Точное";23,4;7,3
"288";2336360;9,8;"Точное";23,4;7,4
"289";2336410;11;"Точное";23,4;7,4
"290";2203655;6,8;"Точное";23,4;6,9
"291";2203655;7,5;"Точное";23,4;6,9
"292";2203655;7,2;"Точное";23,4;7
"293";2336240;7,9;"Точное";23,4;7,1
"294";2203700;3,7;"Точное";23,4;6,8
"295";2203655;11;"Точное";23,4;6,7
"296";2203655;7,5;"Точное";23,4;7
"297";2336410;17;"Точное";23,4;7,2
"298";2336240;11;"Точное";23,4;7
"299";2203655;7,5;"Точное";23,4;6,9
"300";2336313;0,73;"Точное";23,3;7,4
"301";2336120;12;"Точное";23,3;6,9
"302";2336120;12;"Точное";23,3;7
"303";2336728;20;"Точное";23,3;7
"304";2336240;9,2;"Точное";23,3;7,3
"305";2336300;24;"Точное";23,3;7,5
"306";2336360;8,7;"Точное";23,3;6,9
"307";2203700;3,7;"Точное";23,3;6,8
"308";2336526;4,6;"Точное";23,3;7,2
"309";2203655;7,5;"Точное";23,3;7
"310";2336313;1;"Точное";23,3;7,1
"311";2336360;6,9;"Точное";23,3;6,9
"312";2336410;14;"Точное";23,3;7
"313";2336120;11;"Точное";23,3;7,2
"314";2336526;3,1;"Точное";23,3;8,2
"315";2336313;1;"Точное";23,2;7,1
"316";2336728;20;"Точное";23,2;7
"317";2336360;11;"Точное";23,2;7,3
"318";2336526;3,1;"Точное";23,2;7,5
"319";2336300;30;"Точное";23,2;7,4
"320";2336313;1;"Точное";23,2;7,2
"321";2336300;22;"Точное";23,2;7,5
"322";2336360;11;"Точное";23,2;7
"323";2336728;32;"Точное";23,1;6,9
"324";2336360;11;"Точное";23,1;7,3
"325";2203655;10;"Точное";23,1;6,8
"326";2336410;17;"Точное";23,1;7,1
"327";2203655;7,2;"Точное";23,1;6,9
"328";2336526;3,5;"Точное";23,1;8,6
"329";2336360;8,7;"Точное";23,1;6,9
"330";2203655;8,2;"Точное";23,1;7
"331";2336360;9,1;"Точное";23,1;7,1
"332";2336728;12;"Точное";23,1;7,2
"333";2336526;3,8;"Точное";23,1;7,5
"334";2336360;9,8;"Точное";23,1;7,3
"335";2337170;1400;"Точное";23,1;6,8
"336";2336300;24;"Точное";23,1;7,4
"337";2336728;8,6;"Точное";23;7,1
"338";2336410;14;"Точное";23;7,2
"339";2336300;24;"Точное";23;7,5
"340";2336410;56;"Точное";23;6,9
"341";2336120;15;"Точное";23;7,2
"342";2203655;7,5;"Точное";23;7
"343";2203655;7,2;"Точное";23;6,9
"344";2203655;10;"Точное";23;6,9
"345";2336313;0,98;"Точное";23;7,2
"346";2203700;4,9;"Точное";23;7,2
"347";2203700;3,7;"Точное";23;7
"348";2336728;377;"Точное";23;6,5
"349";2336728;13;"Точное";23;7
"350";2336240;8,9;"Точное";23;7,3
"351";2203655;7,8;"Точное";23;7
"352";2336360;9,1;"Точное";23;7,1
"353";2336120;20;"Точное";23;NA
"354";2336526;3,6;"Точное";23;7,2
"355";2336526;4,8;"Точное";23;7,1
"356";2336410;14;"Точное";23;7,4
"357";2336300;20;"Точное";22,9;7,3
"358";2203655;8,2;"Точное";22,9;7
"359";2336240;11;"Точное";22,9;7
"360";2336728;33;"Точное";22,9;7
"361";2336120;10;"Точное";22,9;7,2
"362";2336526;3,6;"Точное";22,9;7,2
"363";2203655;7,5;"Точное";22,9;7
"364";2336526;4;"Точное";22,9;7,3
"365";2336313;0,77;"Точное";22,9;7,4
"366";2336240;11;"Точное";22,9;7,1
"367";2336728;12;"Точное";22,9;7,3
"368";2336728;12;"Точное";22,9;7,3
"369";2336300;30;"Точное";22,8;7,3
"370";2203655;12;"Точное";22,8;6,7
"371";2336728;13;"Точное";22,8;7
"372";2336410;147;"Точное";22,8;6,9
"373";2336240;10;"Точное";22,8;7,1
"374";2336728;16;"Точное";22,8;7,1
"375";2336120;16;"Точное";22,8;7,3
"376";2336360;12;"Точное";22,8;7
"377";2336526;3,6;"Точное";22,8;7,2
"378";2336300;32;"Точное";22,8;7,3
"379";2336120;17;"Точное";22,8;6,9
"380";2203700;4,6;"Точное";22,8;7,3
"381";2336240;12;"Точное";22,8;7,3
"382";2336410;14;"Точное";22,8;7,5
"383";2336360;9,1;"Точное";22,8;7,1
"384";2336526;5,2;"Точное";22,8;7,2
"385";2336526;4,8;"Точное";22,8;7,1
"386";2336360;11;"Точное";22,8;7,3
"387";2336120;352;"Точное";22,8;6,6
"388";2336526;3,6;"Точное";22,8;7,3
"389";2336410;14;"Точное";22,8;7,2
"390";2336240;12;"Точное";22,8;7,3
"391";2336410;19;"Точное";22,7;7
"392";2336300;21;"Точное";22,7;7,3
"393";2336410;11;"Точное";22,7;7,2
"394";2336313;0,82;"Точное";22,7;7,4
"395";2336728;16;"Точное";22,7;7
"396";2203700;5,3;"Точное";22,7;6,9
"397";2336360;8,7;"Точное";22,7;7,1
"398";2336240;12;"Точное";22,7;7,1
"399";2203655;7,8;"Точное";22,7;7
"400";2336120;13;"Точное";22,7;7,3
"401";2203655;303;"Точное";22,7;6,7
"402";2336360;11;"Точное";22,7;6,9
"403";2336728;13;"Точное";22,7;7
"404";2336313;0,73;"Точное";22,6;7,5
"405";2336120;13;"Точное";22,6;7,2
"406";2336410;44;"Точное";22,6;6,9
"407";2203700;3,7;"Точное";22,6;6,8
"408";2337170;1340;"Точное";22,6;6,9
"409";2336360;209;"Точное";22,6;6,7
"410";2336300;26;"Точное";22,6;7,6
"411";2336240;10;"Точное";22,6;7,2
"412";2336728;9,7;"Точное";22,6;7,2
"413";2336240;NA;"Точное";22,6;7,1
"414";2336240;NA;"Точное";22,6;7,2
"415";2336526;3,6;"Точное";22,6;8,1
"416";2336728;16;"Точное";22,6;7,2
"417";2336120;85;"Точное";22,6;6,5
"418";2336410;17;"Точное";22,6;7,2
"419";2336120;14;"Точное";22,5;7,1
"420";2336410;14;"Точное";22,5;7,3
"421";2336120;58;"Точное";22,5;6,6
"422";2336120;14;"Точное";22,5;7,3
"423";2336313;0,73;"Точное";22,5;7,5
"424";2203655;9,6;"Точное";22,5;7,4
"425";2336313;0,93;"Точное";22,5;7,1
"426";2336526;4,8;"Точное";22,5;7,2
"427";2336313;0,98;"Точное";22,5;7,2
"428";2336410;16;"Точное";22,5;7,4
"429";2336300;33;"Точное";22,5;7,3
"430";2336240;21;"Точное";22,5;7
"431";2203700;NA;"Точное";22,5;6,9
"432";2336313;1;"Точное";22,5;7,1
"433";2203700;6,1;"Точное";22,5;7,1
"434";2336526;5,5;"Точное";22,5;7,2
"435";2336410;11;"Точное";22,5;7,2
"436";2203700;4,9;"Точное";22,5;7,4
"437";2203655;NA;"Точное";22,5;6,9
"438";2336728;206;"Точное";22,5;6,9
"439";2336410;40;"Точное";22,4;6,9
"440";2336728;8,6;"Точное";22,4;7,1
"441";2336526;2,8;"Точное";22,4;7,4
"442";2336360;12;"Точное";22,4;7
"443";2203655;17;"Точное";22,4;6,5
"444";2336240;12;"Точное";22,4;7,1
"445";2336360;11;"Точное";22,4;7,2
"446";2336240;14;"Точное";22,4;7
"447";2336360;13;"Точное";22,4;7,2
"448";2336120;11;"Точное";22,4;7,2
"449";2336120;11;"Точное";22,4;7,1
"450";2336300;31;"Точное";22,4;7,3
"451";2336120;17;"Точное";22,4;6,9
"452";2336300;22;"Точное";22,4;NA
"453";2336120;98;"Точное";22,4;6,5
"454";2336526;5,2;"Точное";22,4;7,2
"455";2336240;12;"Точное";22,4;7
"456";2336410;13;"Точное";22,4;7,2
"457";2336526;2,8;"Точное";22,4;7,4
"458";2336240;8,9;"Точное";22,4;7,2
"459";2336410;13;"Точное";22,3;7,3
"460";2336120;14;"Точное";22,3;7,2
"461";2203655;7,2;"Точное";22,3;6,9
"462";2336300;30;"Точное";22,3;7,3
"463";2203700;6,7;"Точное";22,3;7,2
"464";2336360;NA;"Точное";22,3;7,2
"465";2336120;14;"Точное";22,3;7,2
"466";2336410;17;"Точное";22,3;7
"467";2336410;17;"Точное";22,3;7,2
"468";2203700;3,9;"Точное";22,3;6,8
"469";2336300;33;"Точное";22,3;7,3
"470";2336360;15;"Точное";22,3;6,8
"471";2336313;0,93;"Точное";22,3;7,2
"472";2336360;11;"Точное";22,2;7,3
"473";2336313;0,98;"Точное";22,2;7,2
"474";2336240;12;"Точное";22,2;7
"475";2336313;0,93;"Точное";22,2;7,2
"476";2336300;21;"Точное";22,2;7,3
"477";2336410;17;"Точное";22,2;7,1
"478";2336240;8,2;"Точное";22,2;7,1
"479";2336360;14;"Точное";22,2;7,2
"480";2336526;16;"Точное";22,2;6,9
"481";2336360;49;"Точное";22,2;6,9
"482";2203700;6,4;"Точное";22,2;6,9
"483";2336410;232;"Точное";22,2;6,7
"484";2203700;4,9;"Точное";22,2;7,2
"485";2336120;11;"Точное";22,2;7,1
"486";2336526;4,2;"Точное";22,2;7,2
"487";2336300;21;"Точное";22,2;7,4
"488";2203655;7,5;"Точное";22,1;6,9
"489";2336410;16;"Точное";22,1;7,4
"490";2336410;90;"Точное";22,1;6,8
"491";2336360;14;"Точное";22,1;7,2
"492";2336360;14;"Точное";22,1;7,2
"493";2336728;8,9;"Точное";22,1;7,2
"494";2203655;6,8;"Точное";22,1;6,9
"495";2203700;5,1;"Точное";22,1;6,9
"496";2336120;16;"Точное";22,1;7,3
"497";2336120;46;"Точное";22,1;6,6
"498";2336526;4;"Точное";22,1;7,3
"499";2336728;70;"Точное";22,1;6,7
"500";2336410;20;"Точное";22;6,8
"501";2336410;21;"Точное";22;6,8
"502";2336410;21;"Точное";22;6,8
"503";2336240;13;"Точное";22;7,2
"504";2336526;3,6;"Точное";22;8
"505";2336300;NA;"Точное";22;7,4
"506";2336526;4,2;"Точное";22;7,2
"507";2336410;17;"Точное";22;7,1
"508";2203655;7,5;"Точное";22;6,9
"509";2203655;6,8;"Точное";22;6,9
"510";2336728;16;"Точное";22;7,1
"511";2336120;14;"Точное";22;7,1
"512";2336410;211;"Точное";22;6,7
"513";2337170;1760;"Точное";22;7,1
"514";2336300;23;"Точное";22;7,4
"515";2336360;8,7;"Точное";22;7,1
"516";2336313;0,82;"Точное";22;7,4
"517";2336120;13;"Точное";22;7,1
"518";2336526;4,4;"Точное";21,9;7,6
"519";2336240;44;"Точное";21,9;6,9
"520";2336360;11;"Точное";21,9;7,1
"521";2336120;17;"Точное";21,9;7,1
"522";2203700;6,1;"Точное";21,9;7,1
"523";2203700;4,2;"Точное";21,9;6,9
"524";2336120;11;"Точное";21,9;7,1
"525";2336728;7,8;"Точное";21,9;7
"526";2336410;14;"Точное";21,9;NA
"527";2336360;11;"Точное";21,9;7
"528";2336300;21;"Точное";21,9;7,4
"529";2336313;1;"Точное";21,9;7,3
"530";2336728;21;"Точное";21,9;7
"531";2203655;7,5;"Точное";21,9;6,9
"532";2336360;10;"Точное";21,9;7,4
"533";2336410;13;"Точное";21,9;7,2
"534";2336410;35;"Точное";21,8;6,9
"535";2336120;28;"Точное";21,8;6,8
"536";2336240;8,5;"Точное";21,8;7,1
"537";2336240;10;"Точное";21,8;7,2
"538";2336120;10;"Точное";21,8;7,1
"539";2336313;1,1;"Точное";21,8;7,3
"540";2336313;1;"Точное";21,8;NA
"541";2203700;3,5;"Точное";21,8;6,9
"542";2336728;16;"Точное";21,8;7,1
"543";2336360;12;"Точное";21,8;7
"544";2336300;27;"Точное";21,8;7,5
"545";2337170;2630;"Точное";21,8;6,8
"546";2336410;14;"Точное";21,8;7,5
"547";2336300;27;"Точное";21,8;7,4
"548";2336240;62;"Точное";21,8;6,9
"549";2336240;8,2;"Точное";21,8;NA
"550";2336240;40;"Точное";21,8;6,9
"551";2336526;3,1;"Точное";21,8;7,7
"552";2336313;0,98;"Точное";21,8;7,2
"553";2336526;3,1;"Точное";21,8;7,6
"554";2336360;73;"Точное";21,8;6,6
"555";2336120;13;"Точное";21,8;7,1
"556";2336240;11;"Точное";21,8;7,1
"557";2336120;13;"Точное";21,8;7,2
"558";2336300;25;"Точное";21,8;7,6
"559";2336300;31;"Точное";21,8;7,3
"560";2336526;14;"Точное";21,8;7
"561";2337170;2610;"Точное";21,8;6,8
"562";2336313;0,98;"Точное";21,8;7,2
"563";2336360;9,8;"Точное";21,8;7,1
"564";2336120;11;"Точное";21,7;7,1
"565";2336120;11;"Точное";21,7;7,2
"566";2203700;5,8;"Точное";21,7;7,2
"567";2336410;17;"Точное";21,7;7,1
"568";2336120;12;"Точное";21,7;7
"569";2336728;16;"Точное";21,7;7,1
"570";2336728;20;"Точное";21,7;7
"571";2336526;4,2;"Точное";21,6;7,1
"572";2336240;15;"Точное";21,6;NA
"573";2203655;7,5;"Точное";21,6;6,9
"574";2337170;2570;"Точное";21,6;6,8
"575";2336313;0,93;"Точное";21,6;7,1
"576";2336313;0,77;"Точное";21,6;7,5
"577";2337170;2150;"Точное";21,6;6,9
"578";2336240;11;"Точное";21,6;7,1
"579";2336410;21;"Точное";21,6;6,8
"580";2336120;11;"Точное";21,6;7,1
"581";2336120;11;"Точное";21,6;7
"582";2336410;12;"Точное";21,6;7,2
"583";2336360;11;"Точное";21,6;6,9
"584";2336120;12;"Точное";21,6;7,1
"585";2336410;19;"Точное";21,5;7
"586";2336410;18;"Точное";21,5;7,1
"587";2336120;16;"Точное";21,5;7,2
"588";2203655;7,2;"Точное";21,5;6,9
"589";2336120;29;"Точное";21,5;6,8
"590";2203655;11;"Точное";21,5;7,1
"591";2336410;28;"Точное";21,5;7
"592";2336526;3,5;"Точное";21,5;8,6
"593";2337170;1730;"Точное";21,5;7,2
"594";2336360;8,7;"Точное";21,5;7,1
"595";2336120;13;"Точное";21,5;7,3
"596";2336240;8,2;"Точное";21,5;7,2
"597";2203700;6,1;"Точное";21,5;7,2
"598";2203700;3,7;"Точное";21,5;6,8
"599";2336526;3,8;"Точное";21,5;7,1
"600";2337170;2150;"Точное";21,5;6,8
"601";2336360;10;"Точное";21,5;7,3
"602";2336410;21;"Точное";21,5;6,8
"603";2203700;4;"Точное";21,4;7
"604";2336300;23;"Точное";21,4;7,4
"605";2336313;0,98;"Точное";21,4;7
"606";2337170;1340;"Точное";21,4;6,9
"607";2336120;15;"Точное";21,4;7,1
"608";2336410;NA;"Точное";21,4;7
"609";2336526;3,6;"Точное";21,4;7,8
"610";2336313;1,1;"Точное";21,4;7,2
"611";2336240;10;"Точное";21,4;7,1
"612";2336728;45;"Точное";21,4;6,8
"613";2203655;11;"Точное";21,4;7,1
"614";2336410;14;"Точное";21,4;7,2
"615";2337170;1720;"Точное";21,4;7,1
"616";2336120;14;"Точное";21,4;7,2
"617";2203700;NA;"Точное";21,4;6,8
"618";2336300;32;"Точное";21,4;7,3
"619";2336526;102;"Точное";21,3;6,7
"620";2336240;13;"Точное";21,3;7,2
"621";2336120;12;"Точное";21,3;7,4
"622";2203700;4,4;"Точное";21,3;6,8
"623";2336410;32;"Точное";21,3;6,9
"624";2336360;17;"Точное";21,3;7,1
"625";2337170;1670;"Точное";21,3;7,2
"626";2336410;22;"Точное";21,3;6,9
